LHS,RHS,Count
NP-EXT,QP NNS,1
CD,159.7,1
CD,779.8,1
VP,"VBD PP-CLR , S-ADV",3
VBD,finished,1
JJ,intraday,1
NNS,peaks,1
VBN,comforted,1
JJ,reassuring,1
JJ,early,11
NNP,Wall,5
NNP,Street,5
NP,NN SBAR,6
VB,waive,1
NP,PRP$ `` JJ NN '',1
NP,NN NN NNP,1
VP,"VBD ADJP-PRD , SBAR-ADV",1
JJ,sketchy,1
NNS,makers,9
VP,VBP ADJP-PRD PP,2
JJ,wary,1
NNS,gyrations,1
NNS,upsets,1
JJ,appalling,1
NN,dealer,2
VP,VBN NP ADVP-DIR PP PP,1
VBN,dragged,1
NN,scruff,1
NN,neck,1
PP,PP CC PP,5
NP-LGS,NP VP,3
VBN,caught,1
S,NP-SBJ PP-LOC-PRD,1
NNS,books,3
NP-SBJ,DT JJ NNP NNP JJ NN,1
JJ,broad-based,1
NNP,Times,3
JJ,100-share,1
VP,"VBD NP S-CLR , SBAR-ADV",1
CD,30.4,1
CD,2142.6,1
S,NP-SBJ VP NP-TMP,1
VBG,reaching,1
NN,minimum,5
CD,2120.5,1
NP-TMP,NP PP,2
NN,hour,11
NN,close,4
NP-SBJ,DT JJR JJ NN,1
JJR,narrower,1
JJ,30-share,1
CD,19.7,2
CD,1721.4,1
VP,"VBD NP , ADVP",1
NP,DT JJ QP NNS,2
JJ,modest,4
CD,334.5,1
CD,257.8,1
VP,VBD PP-TMP PP,1
VBD,moved,3
VP,VBG ADVP VP,1
RB,temporarily,1
VBN,suspended,2
CD,746,1
CD,11.80,1
NP-ADV,DT,1
NP-SBJ,NAC NNP NNP,1
NAC,NP PP PP,1
VP,VBD ADVP-TMP SBAR,1
ADVP-TMP,RBR PP,2
VB,abolish,1
VBN,stalked,1
VP,NNS PP-CLR,1
NNS,dates,2
NN,offering,5
CD,1984,4
VBN,designed,4
VBN,scheduled,5
VP,VB PP-TMP,5
VB,expire,2
NP,NP FRAG,1
S,"CC SBAR-ADV , NP-SBJ VP .",2
VBN,waived,1
NN,bidder,3
VB,alter,1
NNS,articles,1
NN,association,5
VBP,ban,1
NNS,shareholdings,1
VP,"VBD PP-CLR , ADVP , PP",1
JJ,hefty,1
NN,turnover,3
NP-SBJ,DT NNP NN NN,2
VP,VBD ADVP-TMP VP,2
VP,"VBG PP-CLR , SBAR-ADV",1
VBG,listening,2
JJ,parliamentary,1
NN,debate,8
NP-SBJ,JJ NAC NNP NNP,1
NAC,NNP PP,4
NNP,Chancellor,1
NNP,Exchequer,1
NNP,Major,1
VB,clarify,1
NN,currency,2
VP,"VBD ADVP-CLR PP-LOC , SBAR-TMP",1
ADVP-CLR,JJR,1
RB,fairly,3
JJ,thin,2
JJ,selective,1
NNS,foreigners,3
VBD,helped,6
VB,propel,1
NNP,DAX,1
CD,1472.76,1
CD,1466.29,1
IN,Despite,5
VP,"VBZ ADJP-PRD , PP",1
JJ,dull,1
VP,VBG ADVP-MNR PP-LOC,4
RB,cautiously,2
SINV,VP-TPC VP NP-SBJ .,1
VP-TPC,VBG PP-CLR,1
VBG,Contributing,1
JJ,reserved,1
NN,stance,1
NP-SBJ,NP ADVP-TMP PP,1
NN,release,1
NP,"NP PP , PP",3
NN,health,3
NN,form,3
VBG,leading,11
S-TPC,"ADVP , NP-SBJ VP",2
RB,Additionally,1
NP-SBJ,DT NAC NN,1
NAC,NN PP,1
NN,position-squaring,1
VP,VB ADVP VP,1
JJ,minor,4
S,"ADVP-LOC , NP-SBJ VP .",1
RB,Elsewhere,1
VP,VBD ADVP-CLR PP-LOC,2
NP,"NNP , NNP , NNP CC NNP",3
NNP,Amsterdam,1
NNP,Brussels,2
NNP,Milan,2
NNS,Prices,1
VP,VBD ADJP-PRD PP-LOC,1
NNP,Zurich,1
VP,ADJP-PRD PP-LOC,1
ADJP-PRD,JJR,3
NNP,Stockholm,1
NNS,Stocks,1
NP,"NP , NP , NP , NP CC NP",3
NNP,Hong,7
NNP,Kong,7
NNP,Manila,1
NNP,Sydney,1
VP,VBD ADVP-PRD PP-LOC,1
ADVP-PRD,JJR,1
NNP,Seoul,3
NNP,Taipei,1
VP,VBN NP PP-PRP,2
VBN,closed,1
NN,holiday,3
SINV,ADVP-LOC-PRD-TPC VP NP-SBJ .,2
ADVP-LOC-PRD-TPC,RB,4
RB,Here,4
VP,VBP ADVP-LOC-PRD,4
ADVP-LOC-PRD,-NONE-,4
NP-SBJ,"NP PP-LOC , SBAR",1
NNS,trends,1
NP,NP JJ NN NNS,3
VBN,calculated,1
NP-LGS,"NP , NP-LOC",1
NP,NNP NNP NNP NNP NNP,7
NNP,Morgan,7
NNP,Stanley,5
NNP,Capital,3
NNP,International,10
NNP,Perspective,1
NNP,Geneva,1
S,"S-PRP , NP-SBJ VP .",4
TO,To,8
CD,1969,2
VBG,equaling,2
CD,100,14
NN,percentage,8
NN,change,6
VP,VBZ PP-TMP-PRD,1
PP-TMP-PRD,IN NP,1
NN,year-end,1
VP,"VP CC VP , PP",2
ADVP-PRD,RB NP PP,1
CD,3.4,1
JJ,definitive,1
NP,DT NNP NNPS NNP,1
NP,DT NN NN POS,3
VBP,confirm,1
VP,"VBP NP PP-LOC-CLR , ADVP-DIR",1
VBP,leave,2
CD,178.9,1
CD,178.5,1
CD,173.1,1
CD,1980,3
NN,breakdown,1
S,NP-SBJ VP PP,1
NN,food,2
NN,rise,7
CD,0.6,1
VBD,linked,1
PP-CLR,ADVP TO NP,2
RB,essentially,2
NN,beef,1
NN,pork,1
NP,NN NN NNS,9
NN,drought,1
VBN,hit,1
JJ,southern,4
NNS,regions,2
VP,VBG NP-PRD,7
NN,source,1
VP,"VBD PP-DIR PP-TMP , PP-LOC PP-TMP",1
CD,63.6,1
PP-LOC,-NONE-,10
IN,above,7
JJ,boom-or-bust,1
NNP,May,2
NNP,Economic,3
NNP,Planning,2
NNP,Agency,3
VP,VBD PP-CLR PP PP,1
VBD,recovered,1
JJ,revised,1
CD,36.6,1
JJ,strong,7
NNS,performances,1
NP,"NP , PP-LOC ,",1
NNS,durables,1
NNS,orders,4
NN,spokeswoman,1
VBN,intended,2
VB,measure,2
NN,figure,3
VBZ,indicates,2
VB,expand,1
IN,below,3
NN,contraction,1
VP,VB ADVP-LOC-PRD,1
NNP,Metromedia,5
NP-SBJ,PRP$ NNP NNP NNP NN,1
NNP,Long,2
NNP,Distance,2
VP,"VBN S , S-ADV",4
VBN,renamed,1
NP-PRD,NNP NNP NNP,1
NNP,Metromedia-ITT,1
VBG,reflecting,1
NNS,acquisitions,5
NNP,ITT,1
VBZ,licenses,1
NN,name,7
NP,ADJP NNP,1
JJ,held,6
VP,"VBZ NP-PRD , PP",3
NP-PRD,NP PP PP-LOC,2
JJ,fifth-largest,1
NN,provider,2
NP,NN NNS NN,1
NN,long-distance,1
NP,VBN CD NN,1
QP,JJR IN $ CD CD,6
CD,550,1
VBN,headed,2
NP-LGS,NNP NNP NNP,2
NNP,Kluge,1
NN,telecommunications,4
JJ,robotic,1
NN,painting,1
NN,software,4
NNS,restaurants,2
NP-SBJ,JJ JJ NN NNS,3
JJ,South,5
JJ,Korean,6
VP,"VBD NP-EXT PP-TMP , S-ADV , PP",1
CD,5,7
VBG,matching,1
NN,target,1
NNP,Korea,11
NNP,Board,8
S,"PP , NP-SBJ DT VP .",1
NP-LGS,DT CD NN NNS,1
NNS,agencies,10
NP-SBJ,NP,1
NP,JJ UCP NNS,1
JJ,wholesale,2
VP,VBD PP-EXT PP-TMP PP-TMP,1
S,"PP-PRP , S CC S .",1
VP,VBD PP-EXT,1
VBD,surged,1
S,NP-SBJ PP-EXT,1
CD,1.3,2
VBG,projecting,1
NN,increase,12
NNP,Martin,3
NNP,Marietta,2
VP,VBD NP PP-CLR SBAR,1
CD,38.2,1
NNP,Postal,1
NNP,Service,7
VB,manufacture,1
VB,install,2
NP,JJ VBG NNS,4
JJ,automated,1
VBG,mail-sorting,1
NNS,machines,13
NNS,terms,10
JJ,three-year,4
CD,267,1
CD,156,2
JJ,postal,1
NNS,offices,1
JJ,capable,1
VBG,sorting,1
NN,zip,2
NN,code,1
NP,"NP , PP , NP-ADV",1
NP,QP JJ JJ NN NNS,1
JJ,flat,3
NNS,magazines,3
NNS,parcels,1
NNP,Thomas,2
NNP,Donovan,2
NP,"NP , NP , PP-LOC",1
NP,RB NN NN,1
NP,NNP NNP NNS,5
NN,hazardous-waste-site,1
NN,remediation,1
NP,DT ADJP NNS,3
RB,newly,3
NNS,posts,2
PRN,", S-ADV",1
VBG,filling,1
NN,vacancy,1
NNP,Canonie,2
VBG,naming,1
VP,"VB NP PP , ADJP-ADV",1
VB,succeed,2
NNP,F.,6
NNP,Brissette,2
NP-PRD,DT NNP NN NN,1
NN,member,6
NN,consultant,6
NNS,Yields,1
JJ,savings-type,2
NNS,certificates,6
NN,deposit,1
VP,VBD ADVP PP-TMP,1
RB,slightly,2
JJ,six-month,6
NN,CD,9
NP,$ CD -NONE- QP,1
CD,"50,000",2
JJR,less,7
VP,"VBD NP-PRD , PP",1
CD,7.94,1
NP-SBJ,DT JJ JJ JJ NN,1
VP,"VBD ADVP-PRD , PP",1
ADVP-PRD,RB PP PP,1
CD,7.99,1
CD,8.01,1
NNP,Banxquote,5
NNP,Money,1
NNP,Markets,1
NP,DT NNP NNP NN NN,4
VBZ,tracks,1
JJ,uneventful,1
NNP,Norberto,1
NNP,Mehl,2
VP,VBP RB ADVP VP,3
VBN,reacted,1
NP,NP PP-LOC '' PP-TMP,1
NNS,rises,1
NP,DT JJ NNP NN NNS,1
NNP,Treasury,20
NN,bill,21
NNS,Banks,1
VBD,adjusted,1
NNS,payouts,1
NNS,CDs,5
NP,RB JJ NNS,2
JJ,fractional,1
NN,trend,3
VP,VBZ S-ADV,1
VBZ,runs,1
S-ADV,NP-SBJ ADVP-PRD,2
ADVP-PRD,RB PP,3
RB,counter,1
VP,VBD PP-DIR PP-DIR,4
CD,7.77,1
S,"ADVP , NP-SBJ VP",4
RB,Typically,1
VBP,offer,3
VBN,considered,7
NP-PRD,DT JJS JJ NNS,1
JJS,safest,1
VP,VBP NP S-PRP,2
NN,edge,2
S,"CC SBAR-TMP , NP-SBJ ADVP-TMP VP .",1
VP,VBP ADVP-DIR ADVP-MNR ADVP-TMP,1
VBP,move,1
RB,rapidly,2
NNS,increases,5
RB,sometimes,2
VBP,lag,1
S,"NP-SBJ , ADVP VP .",1
NP,JJS NNS,4
JJ,jumbo,2
NNS,denominations,1
CD,"90,000",1
VP,VBN PP-DIR,4
JJ,opposite,2
VP,"VBD PP-LOC-PRD , ADVP ,",1
CD,7.93,1
JJR,longer-term,1
ADVP-PRD,RP,4
NP-SBJ,DT JJ ADJP NNS,1
JJ,two-year,1
JJ,five-year,3
NNS,jumbos,1
CD,0.02,1
CD,7.91,1
RB,respectively,1
VP,VBD NP PP,7
JJ,broker-dealer,1
NNS,networks,1
VP,VBD ADVP-PRD ADVP PP-LOC,1
PP-LOC,RB IN NP,1
IN,across,3
NN,category,1
VP,"VBD NP PP-DIR , PP",1
NP,CD NN NN,1
CD,0.05,1
CD,8.35,1
VBD,attributed,2
RB,specifically,2
IN,Among,2
VBN,surveyed,1
NP-LGS,NNP,8
CD,8.33,1
NP-PRD,NP ADJP,1
NN,flagship,1
NP,NP NNPS NNP NNP,1
NNPS,Manufacturers,2
NNP,Hanover,1
NP,NP ADVP,6
NN,maturity,5
VP,VBN NP PP-LOC PP-LOC,1
NN,range,6
NNS,maturities,3
NNP,San,3
NNP,Francisco,2
NNP,BankAmerica,2
NNP,Wells,2
NNP,Fargo,1
QP,RB CD,16
CD,8.61,1
S,"ADVP , PP , NP-SBJ VP .",2
NP-SBJ,DT JJ NNP NNS,1
NP-SBJ,NP ADVP-LOC PP,1
CD,8.32,1
VP,VBD S SBAR-TMP,1
VP,VB ADVP-DIR PP-DIR,1
VB,reach,3
NNP,French,1
CD,101,4
NP-SBJ,DT ADJP NN,10
ADJP,NN FW,1
NN,monsieur,1
FW,avec,1
NN,clipboard,2
VP,VP CC VP ADVP,1
VP,VBD PP-DIR PP-TMP,1
VBD,leaned,1
PRP$,my,22
NN,shoulder,1
NN,coffee,2
NN,phase,2
NN,dinner,1
VBD,asked,7
VBD,wanted,6
VB,ride,3
NP,DT FW,1
FW,montgolfiere,1
NP,DT JJ PRN NN,1
JJ,last-minute,1
PRN,-LRB- S -RRB-,3
VP,VB FRAG,2
ADJP,VBG,2
VBG,interloping,1
NN,attendee,1
NN,journalism,1
NN,convention,2
NNS,festivities,1
PP,ADVP IN NP-LGS,1
RB,entirely,1
NP-LGS,"NN , NN , NN , NN CC NN",1
NN,eating,1
NN,drinking,4
NN,smoking,1
NN,sleeping,1
VBD,represented,2
NP,DT JJ NN S,4
JJ,halfhearted,1
NP,FW FW,1
FW,les,1
FW,sportif,1
NN,itinerary,1
S,"CC SBAR-PRP PRN , NP-SBJ VP .",1
NP-SBJ,DT NNPS,21
NNPS,French,2
VP,VBP NP SBAR-TMP,1
VBP,embody,1
JJ,Zen-like,1
NN,blase,1
VP,VBZ PP-CLR ADVP-TMP,2
VBZ,comes,3
NNS,athletics,1
PRN,-LRB- NP-SBJ VP -RRB-,1
VBG,finding,2
JJ,Nautilus,1
NP-SBJ,PRP$ JJ NNS,2
JJ,fellow,1
NNS,conventioners,1
NNS,diners,2
VBD,lit,1
NP,JJR NNPS,1
NNPS,Gauloises,1
VBD,scoffed,1
NN,suggestion,2
VBG,interrupting,1
NP,DT ADJP NNP NN,2
RB,perfectly,1
NNP,Saturday,2
VB,go,8
NP,NP CC RB NP,2
NN,golfing,1
NN,montgolfing,1
PRN,-LRB- NP : S -RRB-,1
NN,ballooning,6
NP,DT NNS NNP,1
NNS,brothers,1
NNP,Montgolfier,1
PRN,", NP PP ,",1
NP-PRD,NP JJ JJ NNS,1
JJ,hot-air,2
NNS,balloonists,3
S,ADVP-LOC NP-SBJ VP .,1
ADVP-LOC,RB PP,2
NNP,U.S.A.,1
NN,kind,4
JJ,chi-chi,1
JJ,airborne,2
VBZ,wins,1
RB,heartwarmingly,1
JJ,covetous,1
NNS,responses,1
FRAG,SBAR,1
SBAR,IN IN : `` SQ,1
SQ,NP-SBJ VP . . . .,1
VBG,ballooning,1
.,!,5
FRAG,PP-LOC,1
PP-LOC,IN NP . . . . '',1
NNPS,Americans,7
PRN,S,4
VBN,followed,2
NNP,Malcolm,1
NNP,Forbes,1
VP,VBN PP-CLR PP-MNR,1
JJ,heady,1
IN,During,3
VBN,passed,3
NP,DT NNP NNP NNP JJ NN,1
NNP,Aviation,1
NNP,Authority,1
JJ,lighter-than-air,1
NN,test,1
VP,"VBN PP-DIR PP-DIR , PP",1
VBN,swelled,1
NP,DT JJ CD,2
JJ,couple,1
CD,thousand,1
VP,VBG S-ADV,1
ADVP-PRD,ADVP PP,1
ADVP,RB JJ,3
NP-SBJ,QP NN NNS,1
NN,balloon,8
NNS,shows,1
VP,"VBN NP ADVP-TMP PP-LOC , PP",1
NN,convocation,1
JJ,ersatz,1
NNP,Phineas,1
NNP,Foggs,1
NP,DT JJ NNP NNP NNP NNP,2
JJ,nine-day,1
NNP,Albuquerque,1
NNP,Balloon,1
NNP,Fiesta,1
VBZ,attracts,1
CD,"800,000",1
NNS,enthusiasts,1
CD,500,10
NNS,balloons,2
WHNP,NP WHPP,3
VP,ADVP-MNR VBN S-PRP,1
RB,fetchingly,1
VBN,shaped,1
VB,resemble,1
NNP,Carmen,1
NNP,Miranda,1
NNP,Garfield,1
JJ,12-story-high,1
NN,condom,2
S,-LRB- NP-SBJ VP NP-TMP . -RRB-,1
VP,VBN NP NP,6
VBN,denied,1
JJ,official,5
NN,entry,1
S,CC PP-LOC NP-SBJ VP .,1
NNP,Epinal,1
JJ,gray,2
JJ,16th-century,1
NN,river,2
JJ,adjacent,2
NP,NP NNP NN NN,1
NNP,Vosges,1
NN,mountain,1
NN,region,2
JJ,Yankee-come-lately,1
NNS,enthusiasms,1
RB,aloft,3
JJ,evident,2
NN,Ballooning,1
ADJP,FW FW,1
FW,rigueur,1
NP,CD RB,1
CD,6,8
RB,a.m.,1
VP,VBD NP PP PP,1
VBD,held,1
NP,PDT DT NN,3
NN,attraction,1
NN,sunrise,1
NN,root-canal,1
VBG,Feeling,1
NNS,naggings,1
NN,imperative,1
VP,ADVP-MNR VBD PRT,1
RB,promptly,1
VBD,signed,4
PRT,RB,6
NP-SBJ,NP SBAR PP,1
NN,anybody,1
VB,tell,5
VBZ,requires,4
NP,"NP , CC RB NP",1
JJ,athletic,1
NN,prowess,1
NN,measure,4
NN,derring-do,1
,PRN,2
PRN,-LRB- ADVP -RRB-,1
ADVP,ADVP SBAR .,1
VP,VB ADVP-DIR,6
SBAR,RB S,2
RB,that,1
VBP,hate,1
NNS,heights,2
VB,balloon,1
S,-LRB- NP-SBJ ADVP VP .,1
FRAG,PP RB SBAR . -RRB-,1
ADJP,JJS,1
JJS,least,10
VBG,ascending,2
VP,VBZ S-PRD,5
S-PRD,NP-SBJ RB VP,1
VP,VB ADVP-DIR PP-LOC,1
NN,anything,11
JJ,wet,1
VBG,referring,2
JJ,traditional,2
NN,champagne,1
NN,drenching,1
JJ,back-on-terra-firma,1
NN,toast,1
VBG,talking,3
VP,NN PP-LOC-CLR,1
NN,landing,1
NN,canal,3
FRAG,PP-LOC .,1
JJ,porous,1
NN,wicker,2
NN,basket,6
FRAG,PP .,1
NN,pilot,7
VBZ,speaks,1
NNP,English,1
NN,wit,1
JJ,maiden,1
NN,voyage,1
PRN,-LRB- CC S -RRB-,1
NNS,novitiates,1
VP,VBN PP-CLR PP,1
VBN,referred,1
NNS,virgins,1
VP,VBD PP-TMP PP-LOC,2
VBD,began,3
NN,dawn,2
JJ,dew-sodden,1
NN,fairway,1
NN,noon,1
JJ,soggy,3
NN,Balloon,1
NNS,flights,2
VP,VBP PP-TMP,1
VBP,occur,2
NN,dusk,1
NNS,winds,1
VP,VBP ADJP-PRD ADVP-TMP,1
ADJP-PRD,JJS,1
JJS,lightest,1
SINV,PP-TMP VP NP-SBJ .,2
PP-TMP,IN ADVP,5
ADVP,IN,2
VBD,came,15
NNS,lots,4
NP,NP SBAR-TMP,2
VBG,watching,3
VB,inflate,1
VP,VBG ADVP-CLR S-ADV,1
VBG,standing,1
VP,VBG SBAR PRN,1
VBG,deciding,1
VB,fly,1
PP,PP-LOC CC PP,1
NP,WDT NN,2
WDT,what,4
NNS,baskets,1
VBP,hold,1
QP,RB JJR IN CD,2
NNS,passengers,2
S,SBAR-TMP NP-SBJ VP .,2
VP,VBD RB NP-PRD ADVP-TMP,1
NN,turn,3
VP,"VBD NP PP , '' S-ADV",1
NN,progress,2
JJ,chase,2
VP,VBG SBAR-CLR,1
SBAR-CLR,TO S,1
NN,driver,1
VP,VB PP-DIR,9
VB,holler,1
NN,walkie-talkie,1
NNS,stretches,1
JJ,attendant,1
NN,ground,3
NP,QP JJ NNS,6
QP,CD CC RB,1
VP,VBG PP-LOC S-ADV,1
VBG,drifting,1
NNPS,Vosges,1
NN,silver,1
NNS,mists,1
VB,rise,3
IN,off,2
NNS,cows,1
VB,amble,1
NNS,fields,2
VP,"VBZ ADJP-PRD S PP , SBAR-ADV",1
S,NP-SBJ RB VP,5
VB,feel,4
NNP,God,2
NN,heaven,1
JJ,bird's-eye,1
NN,view,3
NP,PRP$ FW,1
PRP$,your,13
FW,pilote,1
NN,plaid,1
NN,beret,1
VBD,kept,4
VP,VBG PRT SBAR,1
VBG,pointing,1
SBAR,WHADJP S,1
WHADJP,WRB `` ADJP '',1
ADJP,FW,1
FW,belle,1
S,NP-SBJ DT VP,2
NNS,farmers,2
NP,PRP$ JJ JJ NNS,2
NNS,farmwives,1
ADVP-DIR,IN PP,3
NP,PRP$ NN NNS,6
NN,stone,1
NNS,houses,2
VP,VB NP PP-PUT,1
JJ,tiny,3
NNS,eyes,2
VBD,squinted,1
NN,wonder,2
VP,VBG ADVP-DIR PP-DIR,2
VBG,coming,6
PP-DIR,ADVP IN NP,1
RB,straight,1
S,"PRN , NP-SBJ VP .",1
VB,See,1
NN,thumb,2
VB,steer,1
SINV,CC ADVP MD NP-SBJ VP .,1
-NONE-,*?*,21
VP,VB ADVP-DIR PRN,1
ADVP-DIR,RB RB CC RB,1
PRN,-LRB- PP-MNR -RRB-,1
VP,VBG NP PP-MNR,7
VBG,heating,1
NN,air,3
NN,propane,2
NN,burner,2
NN,top,5
JJ,hot,1
NNS,currents,1
,SBAR,1
SBAR,WHNP S .,1
WDT,Which,1
NN,chase,2
RB,seldom,2
ADVP-DIR,ADVP PP,2
CD,"2,000",4
NNS,feet,5
VBP,average,1
JJ,leisurely,1
JJ,5,1
NNS,miles,2
VP,VBG ADVP-CLR PP ADVP-TMP,1
VBG,cruising,1
RB,along,2
NN,altitude,1
NN,sense,4
NN,motion,2
SINV,SBAR-TMP VBZ NP-SBJ VP .,1
RB,Only,1
VP,VP PRN ADVP-TMP,2
PRN,: CC PP VP :,1
VP,VBG ADVP-MNR,1
VBG,descending,1
ADVP-MNR,NP FW FW,1
NP,DT RB,1
RB,tad,1
FW,trop,1
FW,rapidement,1
VP,"NN , INTJ , ADJP-PRD",1
NN,feel,1
INTJ,UH,4
UH,well,2
NN,picnic,1
SINV,`` SBARQ-TPC . '' VP NP-SBJ .,1
SBARQ-TPC,WHNP SQ,1
SQ,VBZ NP-SBJ VP,5
VBG,doing,10
VP,VBD SBARQ,1
VBD,hissed,1
SBARQ,-NONE-,2
NP-SBJ,"NP , SBAR",4
NN,companion,2
NP,DT RB JJ JJ NN,1
JJ,English-speaking,1
WHNP,WP$ NNS,3
WP$,whose,11
NNS,knuckles,1
SINV,"`` NP-TPC , '' VP NP-SBJ SBAR-TMP .",1
NP-TPC,VB,1
VB,Attention,1
VBD,yelled,2
VBD,plunged,3
S,`` X PRN `` NP-SBJ VP . '',1
X,ADVP NP,1
ADVP,PRP RB,1
RB,bet,1
VP,"VBD ADVP-CLR S , S-ADV",1
VBG,leaping,1
IN,atop,1
NNS,tanks,7
VBG,wearing,2
NN,alligator,1
NNS,loafers,2
VP,"ADVP VP , VP CC VP",1
VBD,laughed,1
VBD,fired,1
VP,"PP VBD NP , INTJ , NP-EXT",1
NN,blast,1
NN,flame,1
VBD,lifted,1
UH,oh,1
NP-EXT,NP PP-LOC,1
NNS,12-inches,1
NN,water,1
VP,VBD ADVP-CLR PP-LOC SBAR-TMP,1
VBD,scuttled,1
VP,VBD NP PP-DIR ADVP-TMP,1
NN,drink,1
VB,rest,2
NN,patch,1
WRB,where,15
VP,VBD NP ADVP-LOC,2
JJ,exquisite,1
NN,pleasure,1
VP,VBG ADVP-DIR PP-DIR SBAR-TMP,1
VBG,scrambling,1
NN,mud,1
NP,PRP$ NN NN NN,1
NN,tag,1
VBD,scrambled,1
RB,in,5
ADVP-LOC,-NONE-,17
NN,watch,1
RB,Barely,1
NN,half-an-hour,2
PP-LOC,ADVP IN NP,6
VP,"VP , VP , VP",1
VP,VBD ADVP-DIR NP,1
NP,DT JJR,1
VBN,stuck,1
NN,ditch,2
VBD,enlisted,1
NN,aid,4
NN,farmer,1
NN,trailer,2
NN,hitch,1
VB,pull,2
RB,finally,2
VBD,rendezvoused,1
VBN,come,2
VP,VB PP-LOC PP-LOC,1
NN,dirt,1
IN,amid,3
NN,clutch,1
NNPS,Epinalers,1
VBD,watched,2
VP,VB NP : NP-ADV,1
VB,disassemble,1
NN,craft,1
JJ,non-flight,1
VBD,included,2
NN,precision,2
NN,routine,1
VP,"VP , VP , VP CC VP",1
VBG,yanking,1
VP,VBG NP ADVP-CLR,2
VBG,punching,1
ADVP-CLR,IN PP,2
VP,VBG NP PRT,1
VBG,rolling,2
VBG,cramming,1
NN,exercise,1
VBD,'d,2
PP,IN S-NOM-LGS,1
S-NOM-LGS,NP-SBJ VP,1
NP-SBJ,PRP$,1
VP,VBG ADVP-TMP PP-DIR,1
VBG,driving,1
JJS,nearest,1
NN,watering,1
NN,hole,2
VBD,meant,1
VBG,returning,1
VP,VBD S ADVP-LOC,1
NP-SBJ,DT JJ JJ NNS,1
NNS,duffers,1
VP,VB NP SBAR-TMP,8
VB,maul,1
NN,tee,1
VP,"VBD PP-LOC , S-ADV",1
VBD,sat,2
NNP,Cinzano,1
NNS,umbrellas,1
VBG,nursing,1
NN,espresso,1
NN,ego,2
UCP,NP CC S .,1
VP,VBN ADVP-LOC-PRD NP-TMP,1
ADVP-LOC-PRD,IN NP,1
RB,barely,2
VBD,figured,1
NN,envy-quotient,1
NN,U.S.A.,1
RB,near,1
JJ,peerless,1
NN,ride,1
NP,PDT DT JJ JJ NNS,1
JJ,French-speaking,1
VBD,clambered,1
JJ,American,17
VBN,left,4
VP,VB ADVP-MNR PP-LOC-CLR,1
RB,alfresco,1
VBD,streaked,1
JJ,blase,1
NN,gendarme,1
VB,resist,1
VP,VBG ADVP-CLR PP,1
VBG,rearing,1
VBG,saluting,1
NNP,de,1
NNP,Vries,1
NP-SBJ,NNP NNP NNP NNP,7
NNP,Undersecretary,1
NNP,Mulford,8
VP,"VBD NP , S-ADV",3
VBD,defended,1
NP,NP NP-TMP S,1
NP,NP NNS S,2
NNS,efforts,12
NN,fall,4
VP,VB ADVP-DIR NP,2
VB,drive,2
VP,VBG SBAR,12
VBG,saying,6
VB,minimize,1
NN,damage,5
NP,NP PP-LOC NP-TMP,1
JJ,190-point,1
NN,drop,4
VBG,Testifying,1
NN,subcommittee,3
VP,VBN PP-LOC-CLR PP-TMP S-PRP,1
VBN,intervened,1
JJ,foreign-exchange,1
NP,JJ NNP,10
VB,reduce,3
NN,plunge,1
VBN,provoked,1
JJ,steep,1
VP,VB `` VP,1
VBN,unhinged,1
S,"NP-SBJ , S-ADV , ADVP VP . ''",1
VBG,responding,1
NNS,critics,3
NN,intervention,3
VP,"VP , '' VP CC VP",1
JJ,visible,2
RB,seriously,2
VBZ,works,1
RBR,better,5
SBAR,IN `` S,3
VBN,recognized,1
NNS,Differences,1
VB,restrain,1
VP,VBD PP-LOC,4
VBD,resurfaced,1
NN,hearing,4
NNP,Fed,5
NNP,Vice,3
NNP,Chairman,6
NNP,Manuel,1
NNP,Johnson,3
VBN,dissented,1
VP,"VBD NP , `` S",1
NNS,lawmakers,2
VBD,became,7
JJ,convinced,1
VP,VBD PP PP-CLR,1
VP,VB NP ADVP-DIR PP,1
VB,push,1
NNS,fundamentals,1
NN,Intervention,1
JJ,useful,4
VP,"ADVP VP , RB VP",1
VB,smooth,1
JJ,disorderly,1
RB,fundamentally,1
VB,influence,1
NNP,Rep.,6
NNP,LaFalce,2
PRN,"-LRB- NP , NP-LOC -RRB-",12
NP-LOC,NNP .,3
NNP,N.Y,1
VP,VP CC ADVP VP,5
VP,VB ADVP-MNR PP,1
VB,testify,2
RB,jointly,1
RB,instead,4
VP,VB SBAR-TMP,2
NN,testimony,5
NN,spokesman,10
VBD,denied,3
VP,"VBD SBAR , S-ADV",2
NN,tension,1
NP,DT NNP CC NNP,2
VBG,insisting,2
VP,VBD `` NP,1
VBD,involved,2
NNS,nuances,1
S,NP-SBJ ADVP VP . '',2
NN,scheme,2
VP,VBG PP-CLR PP-PRP,1
VBG,contributing,1
NNS,imbalances,1
NN,exporter,1
NN,solution,2
NP-PRD,NP PRN,2
PRN,-LRB- PP-LOC -RRB-,1
S,CC SBAR-PRP PRN NP-SBJ VP .,1
JJ,German,3
ADJP-PRD,ADJP SBAR,7
VB,argue,1
VP,MD S,5
MD,ought,5
VB,adopt,1
NP,ADJP ADJP NNS,1
JJ,stimulative,1
JJ,monetary,1
NNS,policies,3
NN,trade,7
NN,surplus,1
PP-PRD,PP CONJP PP,1
VBD,acknowledged,2
